paper_id	reviewer	issue_id	severity	dimensions	location	observed_evidence	why_it_matters	required_fix	verification_test	evidence_needed	expected_impact	confidence
C2	R1	C2-I4	major	technical_soundness,experimental_rigor,clarity	第 7 页第 5.2 节五臂 A/D/R/C/E 设计；第 16–18 页附录 D/E；第 21 页表 9	A 是在选中原始块上从第 0 层重算，E 则读取写入阶段在连续长文档中形成的第 12 层状态。两臂虽有相同选中原始文本和 fresh positions，但低层注意力所见 token 集与表示形成时机不同；因此 E−A 同时包含缓存深度、写时上下文化和重新拼接后的分布移位。论文用另一个 16k dense/reforward 诊断的 ≤6 pp 来约束这一差异，但该诊断不是等效性检验且并非同一五臂 estimand。	这使“depth-only cost”不能被唯一解释为跳过前 j 层造成的表示损失。负结果仍适用于部署操作，但机制归因过强，影响方法设计建议。	把 A−E 改称为完整 operational cached-depth treatment；若要做机制归因，增加低层上下文匹配的写入/读取控制，例如让 j=0 与 j=12 在相同 token 序列与注意力掩码上生成低层表示，并单独操纵缓存边界。	新的因子设计应使任意一对归因比较除单个因素外输入 token、position、mask、低层可见上下文和 scorer 完全相同，并给出等效性界限而非“不显著”来排除剩余通道。	低层上下文与位置严格匹配的因子实验、足够功效的等效性检验和中间表示诊断。	high	medium
C2	R2	C2-R2-01	major	technical_soundness,experimental_rigor,limitations_responsible_claims	第 4 页 §4 五臂设计；第 7 页 §5.2 与表 3；第 8 页 Limitations	A 的 bottom layers 只看到 selected pack，而 E 的 h12 来自 contiguous document region，因此 E−A 除 cache depth 外还改变 lower-band context set。论文承认该 residual factor，却又写“depth itself costs”并以 16k dense/re-forward 相对 j=0 的非显著 ≤6 pp 作为 bound。	这不是纯 depth intervention；lower-band 接触到不同未检索上下文可显著改变 h12。不同对照上的非拒绝不能给该 confound 的大小作上界，尤其 n=100 且没有等价性设计。C8-D 的机制归因因而未被识别。	把 C8-D 收缩为被部署计算路径的联合差异，不称 depth itself；或新增同 context set、position、selector、decoder 下仅改变 materialization depth 的 arm，并预先设定等价/归因分析。	新 arm 与 A 只在 j=0 raw replay versus j=12 cached residual 上不同；逐样本输入 hash、各层 attention context 与 positions 必须一致。对 E−A 之外同时报告新纯对比及不确定性。	confound-free forward arm、逐层输入/位置审计和配对结果。	high	high
C2	R2	C2-R2-02	major	technical_soundness,experimental_rigor	第 6 页表 2；第 27–28 页附录 J.1、表 16	论文对 c/(b+c) 做 Clopper–Pearson，再以 (2p−1)s/n 缩放，称为 risk difference 的 exact conditional interval。该构造条件于观测 discordance count s，并把 s/n 当作无误差尺度。	exact McNemar 条件检验可对 H0:p01=p10 成立，但总体 paired risk difference δ=p01−p10 同时依赖 discordance probability p01+p10。忽略这一部分的不确定性不能给 δ 提供所声称的精确覆盖。论文还把该区间作为 primary magnitude。	将该区间改称 conditional discordance-imbalance sensitivity，不能叫 exact risk-difference CI；主区间使用适当的 paired risk-difference 方法（例如文中已有的 Newcombe Method 11）并清楚说明覆盖对象。	通过多项分布模拟覆盖率，比较 CP-rescaled 与正确 paired-difference interval；更新所有主文区间和 selected magnitude 语言。	覆盖模拟、方法引用/推导及重算表。	high	high
C2	R2	C2-R2-03	major	experimental_rigor,clarity,limitations_responsible_claims	第 6 页 §5.1；第 19–22 页图 4、表 8、表 10；第 25–26 页 preregistration timeline	anchor 在看过部分数据后从 1k 移到 4k；4k 是有效 2k/4k/8k 中最大显著 gap，未做选择调整。reader 规则显著改变点值，作者甚至承认更宽 strip rule 可反转符号；answer-anchored mnt512 为 p=0.0649。	固定 pinned reader 下方向明确，但 +27 pp 不是预先指定、reader-invariant 的效应量。标题与摘要的“pre-registered”容易让人误解为当前主 magnitude 在观察前冻结。	把 +27 pp 降为 selected cell 描述，主结论仅保留预先可辩护的方向；对 2k/4k/8k 和 reader family 做选择/多重性敏感性，或在独立样本上冻结 cell 与 reader 重复。	新的独立 qa1 样本在运行前固定 length、cap、reader；报告一个主配对区间以及所有预声明 secondary，不再从同一网格挑最大值。	独立确认运行或完整选择敏感性分析。	high	high
C2	R2	C2-R2-04	major	significance,experimental_rigor,novelty	第 2–3 页 §1–3；第 8 页 §5.3；第 12–13 页表 4与方法细节；第 18 页表 7	fixed-k working-set 优势同样由 j=0 short read 获得；depth 在 6,657-token read 仅省 0.3 GB，run-level timing 不支持 depth speedup。decode 每 token 重建 upper pack，未测 end-to-end；BM25/index latency 和 persistent-store baseline 未测，也没有同床 prior implementation。	按 KV-cache 论文的最低证据要求，当前结果没有展示可部署的 end-to-end 速度/内存/质量 Pareto 改善，且无法判断相对既有层轴或恢复方法的实际位置。实证贡献因此主要是内部负结果。	实现 upper-layer KV reuse 并报告含 retrieval、prefill、decode、store/index 的 end-to-end latency、吞吐和峰值；在相同硬件/质量点至少加入一个真正相关 baseline，或将论文明确重定位为纯测量/负结果短文。	同一请求分布、相同输出长度和质量约束下测 G=1 及并发；分别报告权重、active KV、persistent store 与 index，并画真实 Pareto front。	端到端系统测量、基线实现与质量匹配结果。	high	high
C2	R2	C2-R2-05	minor	experimental_rigor,reproducibility	第 15、24–25 页 five-arm cross-trial audit 与 Appendix H	A/D/R/C 与 E 来自两个 trial 和不同 driver snapshot；原 572907d7 blob 无法从历史恢复，只保存 diff。作者用静态 CLI whitelist 论证无副作用，并以 same-arm cross-trial endpoint 3/500 flips 作噪声界。	静态 diff 证据较强但不可从原 blob 独立重建；两 trial 的非确定性和 raw output 大量变化仍使小效应对比脆弱。当前主差大，不太可能反转，但 provenance 不完整。	在单一冻结代码版本一次性重跑全部五臂，或把不可恢复 blob 与跨 trial 合并明确列为历史证据限制。	同一 manifest、driver hash、seed/hardware 下生成 A/D/R/C/E，并比较当前 b/c 与点值。	统一 trial 输出与完整可恢复代码 snapshot。	medium	medium
C2	R3	C2-R3-01	major	technical_soundness,experimental_rigor	第5.1节表2（PDF第6页）及附录J.1、表16（PDF第27–28页）	主要区间先对 c/(b+c) 做 Clopper–Pearson，再乘以观测 discordance 比例(b+c)/n，得到 mnt160 的[+17.7,+30.5]和 mnt512 的[+14.1,+28.7]个百分点；该构造把随机的(b+c)/n固定为观测值。	条件检验可用于 McNemar 零假设，但这种重缩放没有传播 discordance 总量的抽样不确定性，因此不是总体 paired risk difference 的无条件95%区间。它会让效应量区间显得过窄。	用对全部四个配对单元计数有效的 matched-pair risk-difference 区间或以题目为单位的配对 bootstrap 作为主区间，并将当前构造准确标为条件区间。	对两个注册 cap 重算至少一种有覆盖保证的配对风险差区间；报告覆盖模拟或标准方法引用，并检查方向结论与效应量表述是否变化。	四格配对计数、修正区间和重算脚本输出。	high	high
C2	R3	C2-R3-02	major	technical_soundness,experimental_rigor,limitations_responsible_claims	第4节五臂定义与第5.2节表3（PDF第4、7页）	E−A 在4k和16k分别约−28、−36个百分点，但A的底层在选中 pack 上重前向，E的 h12 则在连续全文上下文中写入；论文第5.2节也承认低层 attended context set 仍不同。另一些分开的 dense/re-forward control 与j=0相差不显著，被描述为残余因素最多约6个百分点。	E−A不只改变 cache depth，因而不能识别“depth itself”的因果效应。其他 cell 未显著不等于对该混杂量给出6个百分点上界，尤其这些 cell并非同一反事实对照。	把结论改为特定部署管线的联合差异，或新增低层注意范围完全相同、只在读取起始深度上变化的对照。删除由非显著性推导的残余上界。	在相同选中 pack、相同位置和相同写入上下文上比较 j=0 与 j=12；以预先声明的等价/非劣界限直接估计每个非深度因素。	真正单因素的逐题配对臂和预先声明的归因分析。	high	high
C2	R3	C2-R3-03	major	experimental_rigor,limitations_responsible_claims	摘要、第4节注册说明及第5.1节选择 caveat（PDF第1、4、6页）	原计划的1k锚点在查看决定性 cell 前移至4k，但论文同时说明4k的+27个百分点是2k/4k/8k有效长度和 reader 结果中选择出的量级；没有对该选择做推断校正或独立复现。	方向在多个 cell 上一致可以作为探索性稳健性，但把最大显著量级放入标题/摘要会产生选择后夸大。事前冻结分析规则不等于该效应量未被选择。	将4k数值明确降为选择后的描述，主张只保留跨注册 cap 的方向；或在未查看的固定任务/长度上做一次前瞻复现并以该 cell 为主。	在独立数据或模型上预先冻结单一长度、reader、cap与区间方法；一次性揭盲并报告结果，或对现有搜索空间做同时区间。	独立前瞻复现或选择感知的同时推断。	high	high
C2	R3	C2-R3-04	major	experimental_rigor,significance,limitations_responsible_claims	第4节实验设置、第5.1节表2及第6节局限（PDF第4、6、9页）	所有 load-bearing 结果来自Qwen3-8B、BABILong qa1、oracle selector、每 cell 100题和单一训练自由管线；没有多模型、多任务、多随机 seed 或部署 BM25 的同样 matched 复现。	单事实合成任务和 oracle selection 有利于隔离方向，却不能判断该损失是否出现在真实检索误差、多跳任务、不同架构或 cache-aware 模型中。标题的“cached-depth read-out”容易被读成更一般的系统边界。	缩窄标题和结论到当前 model/task/reader，或至少在另一个模型家族、一个非合成任务和实际 BM25 selector 上预先复制方向。	预先定义跨模型一致性准则，并报告每个新 setting 的配对 discordant counts、选择感知区间及 reader 审计。	多模型、多任务、实际 selector 的独立配对结果。	high	high
C2	R3	C2-R3-05	major	experimental_rigor,significance,reproducibility	第5.3节 serving account（PDF第7–8页）与附录B/H（PDF第13、21–23页）	相同约6657-token读长下j=12与j=0峰值仅差约0.3GB，来自median-of-three且打印粒度0.1GB；0.68秒在prefill/read结束，decode每token重建upper pack。BM25/index延迟、持久存储、端到端吞吐及可部署先验基线均未完整测量。	约26次查询的 break-even 只适用于截断的prefill账本，不能支持系统实用性；未测成本可能大于0.3GB/0.26秒量级，且没有端到端比较说明该方案值得部署。	实现可复用上层KV的端到端 decode，纳入选择、索引、存储和并发成本，并与至少一个公开的KV压缩/检索基线及 full-context 比较延迟、吞吐、峰值和质量。	在固定硬件、预热与并发下运行足够重复，报告分布而非三次中位数；用端到端总成本重算 break-even 并做敏感性分析。	端到端系统测量、基线实现、重复试验原始分布和完整成本账本。	high	high
C3	R1	C3-I1	critical	novelty,significance,limitations_responsible_claims	第 1 页摘要与第 1 节 Contributions；第 2 页 Related Work；第 9 页结论	论文主动说明 archived cost-quality conclusion 不恢复，并把贡献限定为 scope statements、作者枚举 ledger 上的 NOT_MEASURED register、per-row labels 和 pattern-scoped gate。第 2 页又承认 GSN 已经显式表示未建立的目标，register 只是该思想的窄 machine-checked instance。	当前稿件既没有新的 KV-serving 方法/结论，也没有被验证的新审计理论。撤回与诚实报告很重要，但本身不是足够的 ICLR 科学贡献；核心产物与既有 assurance/checklist 机制的差异主要是具体格式。	将稿件重定位为 artifact/reproducibility/negative-results note，或增加一个真正通用的审计方法贡献：形式化语义、可判定保证、第三方数据集和相对现有 assurance/checklist 工具的定量基线。标题与摘要应停止让读者期待 KV-selective serving 研究结果。	修改后应能用一句不依赖本次撤回内部 ID 的话说明新能力，并在独立项目上以预设指标证明该能力超过现有方法；否则该稿不满足主会贡献门槛。	跨组织/跨项目的独立验证、现有工具基线、语义级错误标签与效果指标；或完整恢复原 serving 研究的可验证结果。	high	high
C3	R1	C3-I2	major	technical_soundness,experimental_rigor,reproducibility	第 4–6 页第 4–5 节；第 9 页第 8 节；第 11–12 页附录 B/C	register 的完整性只相对于作者构造的 C/D/S ledger；generator 与 checker 共享同一源，因而只能检测行缺失/状态漂移。所谓跨案例转移是在另一稿上计数 91 个六类 signal hits，对本稿为 68 个；没有金标准、精确率、召回率或下游决策效用。盲读者恢复 14 个已存在 ID 也不能发现未被作者枚举的主张。	同源生成与检查容易证明内部一致性，却不能证明完整性或审计有效性。当前验证接近自我一致性测试，不能支持可推广的报告工具。	构建第三方定义、独立标注的多项目 claim/violation 数据集；冻结 ledger 生成规则和 scanner 后，报告遗漏、误报、跨域迁移和人工审计节省，并与 GSN/checklist/简单关键词基线比较。	测试集的主张全集与违规标签不得由 scanner 作者定义；在揭盲前冻结规则，按项目分层留出，并报告逐类混淆矩阵和失败案例。	独立标注者、自然项目样本、盲评协议、基线与置信区间。	high	high
C3	R1	C3-I3	major	experimental_rigor,significance,limitations_responsible_claims	第 5 页表 2 的 D1–D6/S1 行；第 8–9 页第 6 节与表 4；第 9 页结论	修复后的唯一并发结果是 full-context、无 adapter、无 selector 的 32k arm；G=4 只有 3 个有效独立 round。16k guarded rerun、KV-selector finite fetch、adapter recovery、单臂机制隔离与 LongEval 逐题配对均为 NOT_MEASURED，且论文不提供吞吐、可扩展性或延迟结论。	这只证明一个两行 guard 修复使一个操作点不再 OOM，不能回答题目中的 KV-selective serving 成本、质量或可行性。按指定 KV-cache 校准，实用 serving 主张应有真实 baselines、完整生命周期、内存核算和端到端性能；这些核心要素均缺失。	若保留 serving 主题，先恢复并冻结 selector 与 adapter 身份，运行 matched full-context/KV-selective arms 的多长度、多并发端到端实验，并报告质量、吞吐、p95 延迟、峰值和持久存储；否则删去 serving 研究框架，只作为方法学说明投稿到合适轨道。	所有标题性 serving 结论必须由可重跑的 matched arms 支持，至少有两个模型/工作负载或充分说明单点范围，并将 3-round 可行性记录与性能估计严格分开。	修复后的 selector/adapter、独立重复、完整 decode 与质量测量、真实最近系统基线。	high	high
C3	R1	C3-I4	major	technical_soundness,novelty,clarity	第 3 页第 3.1–3.2 节 G1–G4；第 4 页第 4 节；第 12 页 Coverage self-critique	scope gate 依赖明确枚举的 token/phrase patterns；论文披露旧版曾让吞吐式表述从 enumeration 外通过，代码块被豁免，语义替换或文本窗口外 clue 也不会被 exact-set checker 发现。六类 scanner 对本稿 27 个 honesty structures 中有 9 个完全无覆盖。	字符串存在/缺失不是语义保证；作者可以用同义改写绕过禁止项，也可以在合法短语附近提出越界推断。机器返回零并不等于论证安全，容易造成虚假的 assurance。	把 scanner 明确降为 lint，不称其为 scope predicate 的充分保证；若要声称可执行 assurance，需要定义机器可读 claim schema 与语义绑定，加入系统性的同义改写/对抗测试，并由独立标注评估覆盖。	在未参与开发的人工对抗集上，测试同义改写、否定、跨句引用、代码块和表格复用；报告错误率并确认论文不把通过 scanner 等同于语义正确。	语义级标注集、对抗改写、独立评估与简单关键词/规则基线。	high	high
C3	R1	C3-I5	minor	clarity	第 1–9 页主文及第 12–14 页附录 D–F	C4/C7/C9/C13、D1–D6、S1/S3/S6、R142 与七种状态构成高度项目特定的词汇，主文多次重复哪些推断被禁止；第 14 页仅放置一张小表并留有大量空白。	这使稿件更像内部事故档案而非可迁移方法论文，也掩盖了唯一实测修复结果。	以问题—方法—独立验证—限制重构主文，把内部 ledger glossary、撤回历史和复用纪律压缩为补充材料；增加一个项目无关的最小示例。	不接触原项目的读者应能在两页内理解工具输入、算法、输出、保证和失败模式，并能将其应用到一个新 archive。	不需要新实验来修复版式，但项目无关示例应来自独立数据。	medium	high
C3	R2	C3-R2-01	major	technical_soundness,experimental_rigor,limitations_responsible_claims	第 3 页 §3.1；第 4 页 §4；第 12 页 Appendix C	register 只要求每个作者枚举的 LEDGER ID 有一行；语义检查只看每个 ID 后有限窗口中的 canonical clues。scope gate 也只匹配明确列出的字面模式，并豁免 verbatim code。作者在第 4 页和第 12 页承认完全遗漏的 claim、未列同义表达及 27 个 honesty structures 中 9 个都可不被发现。	这套机制可以证明给定作者输入下的结构一致性，却不能证明论文中的重要主张均已登记或被正确限定。标题与贡献表述若让读者把它理解为语义完备审计，会把 author-supplied specification 当成独立 ground truth。	将贡献始终表述为 author-declared ledger 的一致性 lint；若要主张审计完备性，需由独立标注者在不知道 ledger 的情况下抽取完整主张集，并以预定义匹配规则测漏报、误报和语义错配。	在冻结 ledger 前由多名独立标注者建立 adjudicated claim truth set；对 scanner/register 报告 claim-level precision、recall、漏项类型与一致性，并用留出同义改写做盲测。	独立真值集、标注协议、混淆矩阵及留出改写结果。	high	high
C3	R2	C3-R2-02	major	technical_soundness,clarity,reproducibility	第 5 页表 2 caption 与 D4/D5 行；第 6 页表 3 caption 与 C13 @1M 行	表 2 caption 写道 CLOSED_WRITING 与 NOT_ADJUDICATED ‘no row here carries them’，但紧接着的 D4、D5 两行状态均为 CLOSED_WRITING。表 3 caption 把 canonical vocabulary 列为 MEASURED、DERIVED、ESTIMATE、NOT_ADJUDICATED，却在 C13 @1M 行使用未列出的 EXTRAPOLATED。	论文的主要卖点正是状态词和表格由单源生成并受到机器检查；可直接目视确认的内部矛盾说明检查没有覆盖最终 caption-to-row consistency，削弱最核心的可信度主张。	修正两个 caption，并让构建 gate 从最终生成表中抽取实际状态集合，验证 caption 声明、共享 vocabulary 与每行 token 完全一致；加入当前矛盾作为必须失败的 mutation fixture。	自动解析最终 PDF/LaTeX 表格；若 caption 声称某状态无行而行中出现，或 caption 枚举遗漏已用状态，构建必须非零退出。	修订后的表格、final-render scanner transcript 与对应 red-team fixture。	high	high
C3	R2	C3-R2-03	major	experimental_rigor,significance,limitations_responsible_claims	第 9 页 §8；第 11–12 页表 5与 Appendix C	所谓 transfer 只是在本稿与一篇作者选择的‘different group’ SparseForge 稿件上分别得到 68 与 91 个模式命中。没有独立的诚实/越界真值、precision/recall、未使用文稿或 reviewer outcome；命中数量不同只说明文本中目标词形频率不同。	没有标签的两案例 hit count 不能识别 scanner 是否捕获真正风险、是否大量漏报或误报，更不能支持‘generalizes’。这使方法有效性停留在可运行演示，而非可评价的跨案例工具。	把 generalization 改为 feasibility demonstration；或在预先冻结的多领域、作者外部语料上，由独立标注者给 load-bearing claims 与 scope violations 建立真值并评价检测性能。	留一项目外测，预注册 taxonomy/pattern，不按测试稿扩充；报告宏/微 precision、recall、每类错例及 reviewer 时间节约。	多案例独立标注 benchmark 与盲测结果。	high	high
C3	R2	C3-R2-04	major	significance,novelty,experimental_rigor	第 1 页摘要与 §1；第 7–9 页 §6–9；第 14 页表 8	唯一新运行是无 adapter、无 selector 的 full-context arm 在 L=32k、单 GPU、3 轮上的 guard 修复检查。KV selector 因参数名错误未复跑，adapter 不可恢复，16k 未复跑；无端到端吞吐/延迟结论，也没有 single-arm isolation。	修复 inference/no-grad 使用错误并确认一个 operating point 可行是有用的档案纠错，但不构成 KV-cache/serving 方法评价。论文自己承认 register 是既有 GSN/模板思想的窄实例，因此当前实证与方法新颖性都不足以支撑完整 ICLR 论文。	若作为 serving 论文，完成 selector、matched adapter、16k 与质量/成本端到端对照；若作为元科学论文，则去除 KV 系统贡献暗示并提供独立、多案例的工具效度研究和与现有 assurance/documentation 方法的实证比较。	serving 路线需在冻结协议下复跑所有关键 arm 并画质量—内存—延迟 Pareto；方法路线需在未参与构建的语料与评审者上比较漏报率和工作量。	完整 serving 实验或外部方法有效性实验。	high	high
C3	R2	C3-R2-05	minor	clarity,reproducibility	第 2 页表 1；第 6–7 页表 3、式 (1)；第 13–14 页表 6与表 8	符号 G 在不同位置既表示并发，也表示 archived decode model 的生成长度；Q* @128k 又给出 G=1 的 25.8 与 G=512 的 164.2，而后者表中 scope 写作 replicate crossover。作者依靠逐行标签避免直接合并，但同一符号承载不同物理量。	在一篇核心目标是防止跨 scope 误读的文章中，符号重载本身增加误读和错误复用风险，尤其当两个 Q* 数值并列出现时。	为 concurrency 与 generated length 使用不同符号，并在所有 Q* 行显式打印生成长度、并发、聚合单位和 numerator/denominator 来源。	全文符号 lint 应拒绝同一符号对应两个定义；逐行 schema 要求 concurrency 与 generation_length 为独立字段。	无歧义的重排表格与符号检查。	medium	high
C3	R3	C3-R3-01	major	significance,experimental_rigor,limitations_responsible_claims	摘要、第1节及第9节结论（PDF第1、9页）；表2（PDF第5页）	论文明确列出 KV-selector finite fetch、adapter-source recovery、adapter-matched arm、16k guarded rerun、LongEval逐题检验及单臂机制隔离均未测。唯一新增GPU结果是full-context 32k的guarded可行性复跑。	诚实撤回值得肯定，但它不产生原研究问题的答案。当前稿既没有 KV-selective serving 的有效成本—质量证据，也没有经广泛验证的独立报告方法，因此主贡献主要是个案记录。	选择一个可检验的主贡献：若为系统论文，修复selector并恢复/重建adapter，完成匹配质量和端到端并发测量；若为报告方法论文，则在独立、多项目语料上系统验证 register/gate。	系统路线需预先定义主 cell、对照、重复和端到端指标并一次性执行；方法路线需在隐藏标注集上报告遗漏率、误报率及与基线比较。	完整决定性实验，或多案例独立验证数据。	high	high
C3	R3	C3-R3-02	major	technical_soundness,experimental_rigor,reproducibility	第3.1节、第4节及附录C（PDF第3–5、12页）	register 的 exact-set 检查只保证作者 ledger 与生成表一致；scope gate 枚举有限短语，早期版本曾漏过 throughput 改写。附录C称六类 taxonomy 对27种结构漏掉9种。	同一来源生成与检查可检测转录漂移，却不能检测 ledger 和正文共同遗漏的主张，也不能对未枚举同义改写给出语义覆盖。称其为“complete”或机器检查工具容易被读成超过声明 universe 的保证。	将“complete”始终限定为 declared ledger，并以独立标注的主张语料评估 semantic recall/precision；加入未见过的释义、否定、跨句和数值组合攻击。	冻结多篇文稿和盲法 gold claim/scope 标签，在开发后一次性运行，报告每类遗漏、误报及置信区间；至少与关键词搜索和人工核查基线比较。	第三方 gold corpus、盲法标注协议、held-out adversarial fixtures 和误差分析。	high	high
C3	R3	C3-R3-03	major	technical_soundness,experimental_rigor,limitations_responsible_claims	第8节“Method validity: cross-case transfer”与附录C（PDF第9、12页）	scanner只额外运行在一篇SparseForge稿件上，得到91个signal hits，对本文得到68个；论文据此写“transfer shows the scan generalizes”。一个盲读者在当前PDF中回收14个register ID，但没有独立漏报/误报总体。	不同 hit 数只表明工具在第二篇文本上能匹配字符串，不表明其发现真实边界问题的准确性或跨领域泛化。单个读者、单个案例无法估计可靠性。	把该句改为可运行性演示，或扩展到多团队、多领域、含已知缺陷与无缺陷文稿的盲法评估，预先定义检出目标。	至少两名独立标注者建立 gold，报告一致性、precision、recall、每类性能与项目级留一验证；在冻结测试集上只评一次。	多案例独立标注及定量泛化结果。	high	high
C3	R3	C3-R3-04	major	experimental_rigor,technical_soundness,reproducibility	第6节表4（PDF第8页）	pre-guard 32k只有一次abort且没有峰值记录；post-guard在G=1与G=4各3轮，其中G=4是唯一并发数据。历史pre-guard 16k峰值139.2GB没有对应guarded 16k复跑。	post-guard可行性本身可信，但把早期边界归因于grad leak仍主要依赖静态代码检查与非对称历史记录。没有同配置 guard on/off 重复，无法量化缺陷的因果贡献或排除其他版本差异。	在隔离环境中只切换 inference-mode guard，按相同模型、版本、查询、L、G和监控多轮运行；至少补齐16k与32k。	保存每轮峰值、状态与请求级时延，对 guard on/off 做配对比较；证明除两行guard外环境和代码哈希一致。	受控ablation、完整原始记录和精确环境清单。	high	medium
C3	R3	C3-R3-05	minor	experimental_rigor,clarity,limitations_responsible_claims	第5节表3、图3及附录D–E（PDF第6–7、13页）	G=512、128k的citable per-query margin仅0.0404秒，15单位配对bootstrap为[0.026,0.088]秒，但表3只给 Q*=164.2 的点值；1M的 Q*=180.2 又明确超出≤128k测量范围。	当分母很小且不确定时，break-even 比值高度不稳定；只给点值可能让读者低估范围。虽然论文标注了派生/外推，传播不确定性会使scope更可操作。	对每个Q*传播写入成本和per-query margin的不确定性，给出区间或分布；把1M严格留在外推敏感性表而非可引用主值。	用配对重采样联合重算 numerator/denominator，报告正分母比例和Q*分位数；检查结论在合理成本定义下是否稳定。	逐单位成本数据和Q*不确定性传播。	medium	medium
P1	R1	P1-I1	major	novelty,significance,citation_integrity	第 1–2 页第 1 节 Contributions；第 7–8 页第 4 节 Related Work；第 22–23 页附录 F	五字段注册、置信区间可达性、must-fail control、hash/absence manifest、字符串到三态投影和冻结重放均是已有统计或软件治理构件的组合。相关工作承认 provenance、versioning、reproducible builds、reporting standards 与 production assertions，但只用阶段/对象的文字差异定位，没有实现基线或展示现有工具无法检测而 AUDIT-GATE 能可靠检测的自然案例。	当前容易被理解为项目特定 MLOps common sense 的重包装；论文自己甚至设定 MERGE 条款来承认这一风险。没有清楚的概念或实证增量，难以达到 ICLR 主会贡献门槛。	定义一个项目无关的 threat model 和形式化保证，逐轴比较现有 assurance/artifact/attestation 工具；在独立自然 archives 上运行这些基线和 AUDIT-GATE，展示新增检测类别或显著减少人工成本。	每个 primitive 都应有最接近先例、相同输入上的基线输出和本文不可替代的增量；若增量只剩组合接口，应诚实定位为工程/工具论文并提供实际采用证据。	系统文献对照、可运行基线、独立项目任务和预设效用指标。	high	high
P1	R1	P1-I2	critical	experimental_rigor,technical_soundness,significance	第 5–7 页第 3 节 Field Audit；第 8–9 页第 5–6 节；第 19–20 页表 11–12	14 个 field units 全来自同一 live run，冻结层只出现 PASS/FAIL 而没有 POSTPONE；八个缺陷 fixture 由 checker 作者构造。论文明确没有 independently labelled archive population，也不报告 detection 或 false-alarm performance；能够判定 5% false-kill 目标的 v2 设计要求至少 118 个独立 defect-free archives，目前 human_pending/blocked。	核心产物是一个审计 gate，但现有证据只能说明作者写的分支会在作者写的输入上执行，不能说明它对自然 archive 有效。没有独立校准，PASS/FAIL 的实际可靠性和工具价值未知，这是当前接收的决定性缺口。	完成独立、盲标的自然 archive 校准：由非作者定义 operability 金标准，按项目留出，冻结 checker 后报告逐类检测、误杀、POSTPONE、覆盖和置信区间；同时运行最接近简单规则/人工 checklist 基线。	标签制定者不得接触 checker 规则，开发/测试项目必须隔离；预注册的 false-kill≤5% 和 detection 下界必须在独立测试集上可判定，而非用 authored fixtures 充数。	至少达到论文 v2 功效设计的独立 defect-free 样本、多个缺陷家族、第三方标签与执行日志。	high	high
P1	R1	P1-I3	major	technical_soundness,reproducibility,limitations_responsible_claims	第 2 页引言末；第 4 页第 2.6–2.7 节；第 5–6 页第 3.2 节；第 20–21 页表 12–13	第一版 group implementation 与预注册 predicate 冲突，看到结果后才改且旧代码未固定、无法重放；PRIM3 从三臂扩为五状态、verdict map 扩展、G2 从常量赋值改为读取谓词。注册 predicate 与 shipped rule 在枚举域上双向不包含（75 与 21 个分歧 multiset）。冻结七单元 tally 6/1/0，而当前机械层为 3/2/2。	这些不是局部 bug，而是决定 verdict 的语义与证据提取发生了观察后变化。论文诚实披露值得肯定，但标题中的“pre-registered”只能描述部分对象，不能给当前框架确认性地位。	将当前版本明确称为 observation-informed v2，把冻结层降为构建史；重新预注册完整规则、parser、map、group semantics 和校准指标，然后只在未见的新 archives 上评测。删除任何把旧 decisive cell 当作当前规则确认性验证的表述。	从新预注册 hash 到测试结束，所有决定 verdict 的代码和语义必须字节冻结；测试集不可参与规则设计；当前与历史输出只保留一个主层级。	全新 held-out decisive cell、完整冻结链和第三方复跑。	high	high
P1	R1	P1-I4	major	technical_soundness,experimental_rigor,clarity	第 2–4 页第 2 节 Framework；第 17–20 页 Appendix C/D；第 23–24 页 Appendix G/H	AUDIT-GATE 依赖 filesystem/string facts、每 archive 一个定制 parser 和关键词映射。字段存在、hash 稳定或 computor 字符串可达，并不证明实现真的计算注册 estimand；解释过的 drift 只依赖 operator-supplied cause registry。当前 seat C/H 还因 G2/threshold 无法机械解析而 POSTPONE。	形式完整性可被语义错误或无关计算轻易满足，而 schema-specific parser 限制跨项目迁移。工具可能稳定重放一个错误 verdict，却无法识别最关键的科学或软件语义偏差。	明确可保证与不可保证的形式边界，并引入机器可读 typed schema、数据流/调用图绑定或可执行 assertion，把 endpoint 字段连接到实际计算；对 fabricated-but-well-formed archives 做独立对抗评测。	构造字段与 hash 均合法但计算错 estimand、阈值或数据集的自然istic defects；工具应按预设目标检出，且不依赖为每个样本手写专用 parser。	语义级缺陷集、通用 schema/validator、跨项目迁移和对抗结果。	high	high
